CollectDate,Year,Month,LabSampleNum,Locator,Depth,Parameter,Value,Units,Qualifier,MDL,RDL,Text
1991-04-09T07:00:00Z,1991,4,9107462,A319,1,Enterococcus,320,ORG/100g,,NA,NA,320||King County Nstream Database/B53311
1996-08-13T16:20:00Z,1996,8,L9251-2,A319,NA,Ammonia Nitrogen,NA,mg/L,<MDL,0.02,0.04,
2000-03-14T19:00:00Z,2000,3,L17472-2,A319,NA,Fecal Coliform,37,CFU/100ml,,NA,NA,
1997-07-08T16:50:00Z,1997,7,L11389-2,A319,NA,Orthophosphate Phosphorus,0.014,mg/L,,0.002,0.005,
1998-07-14T17:30:00Z,1998,7,L13752-2,A319,NA,Temperature,15.2,deg C,,NA,NA,
1976-07-13T07:00:00Z,1976,7,7615407,A319,1,Total Suspended Solids,3.4,mg/L,,NA,NA,3.40||King County Nstream Database/RVL
1982-03-25T08:00:00Z,1982,3,8215189,A319,1,"pH, Field",7.6,pH,,NA,NA,7.6||King County Nstream Database/RS3
2004-01-14T08:00:00Z,2004,1,L30673-2,A319,NA,Turbidity,1.7,NTU,<RDL,0.5,2,
1984-03-15T08:00:00Z,1984,3,8415119,A319,1,Total Phosphorus,0.027,mg/L,,NA,NA,.027||King County Nstream Database/RS4
1983-10-20T07:00:00Z,1983,10,8315523,A319,1,Total Phosphorus,0.014,mg/L,,NA,NA,.014||King County Nstream Database/RS4
2000-11-14T18:00:00Z,2000,11,L19222-2,A319,NA,Enterococcus,2,CFU/100ml,,NA,NA,
1995-11-14T17:40:00Z,1995,11,L7319-2,A319,NA,Turbidity,14,NTU,,0.5,1,
1988-06-15T07:00:00Z,1988,6,8807093,A319,1,Storm Or Non-Storm,NA,none,,NA,NA,N||King County Nstream Database/B53311
1972-03-23T08:00:00Z,1972,3,7215264,A319,1,Conductivity,42,umhos/cm,,NA,NA,42||King County Nstream Database/RBC
1993-08-10T16:30:00Z,1993,8,L1773-5,A319,NA,Total Nitrogen,0.32,mg/L,,0.05,0.1,
2018-03-14T17:21:00Z,2018,3,L69651-16,A319,NA,Total Alkalinity,24.4,mg CaCO3/L,,1,5,
1981-09-17T07:00:00Z,1981,9,8115578,A319,1,"pH, Field",6.8,pH,,NA,NA,6.8||King County Nstream Database/RS3
2016-12-14T17:12:00Z,2016,12,L66681-3,A319,NA,Total Alkalinity,26,mg CaCO3/L,,1,5,
2000-04-11T17:30:00Z,2000,4,L17633-2,A319,NA,Conductivity,53.1,umhos/cm,,0.5,10,
2004-06-16T16:27:00Z,2004,6,L32191-2,A319,NA,Temperature,12.3,deg C,,NA,NA,
1978-07-11T07:00:00Z,1978,7,7815271,A319,1,Ammonia Nitrogen,0.006,mg/L,,NA,NA,.006||King County Nstream Database/RVL
1989-09-20T07:00:00Z,1989,9,8908720,A319,1,Turbidity,0.7,NTU,,NA,NA,.7||King County Nstream Database/B53311
2016-12-14T17:12:00Z,2016,12,L66681-3,A319,NA,Ammonia Nitrogen,0.0131,mg/L,,0.002,0.01,
2005-01-11T17:57:00Z,2005,1,L34352-2,A319,NA,"Dissolved Oxygen, Field",12.3,mg/L,,0.5,1,
2005-03-16T18:26:00Z,2005,3,L34916-2,A319,NA,Temperature,8.1,deg C,,NA,NA,
1977-07-05T07:00:00Z,1977,7,7715203,A319,1,"pH, Field",7.4,pH,,NA,NA,7.4||King County Nstream Database/RVL
1992-03-10T08:00:00Z,1992,3,9207826,A319,1,Enterococcus,1,ORG/100g,E,NA,NA,1||King County Nstream Database/B53311
1976-07-13T07:00:00Z,1976,7,7615407,A319,1,Total Phosphorus,0.09,mg/L,,NA,NA,.090||King County Nstream Database/RVL
1997-07-08T16:50:00Z,1997,7,L11389-2,A319,NA,Total Nitrogen,0.617,mg/L,,0.05,0.1,
1996-08-13T16:20:00Z,1996,8,L9251-2,A319,NA,Turbidity,2.4,NTU,,0.5,1,
1999-06-15T16:35:00Z,1999,6,L15635-2,A319,NA,Ammonia Nitrogen,NA,mg/L,<MDL,0.01,0.02,
2002-02-12T17:56:00Z,2002,2,L23319-2,A319,NA,Total Phosphorus,0.0201,mg/L,,0.005,0.01,
2002-05-14T17:06:00Z,2002,5,L24078-2,A319,NA,"Conductivity, Field",50.3,umhos/cm,,NA,NA,
2021-08-25T16:58:00Z,2021,8,L77433-3,A319,NA,Total Suspended Solids,2.2,mg/L,,0.5,1,
1987-10-14T07:00:00Z,1987,10,8711601,A319,1,Fecal Coliform,17,ORG/100ml,E,NA,NA,17||King County Nstream Database/B53311
2003-03-11T19:00:00Z,2003,3,L27540-2,A319,NA,Total Suspended Solids,10.3,mg/L,,0.5,1,
2020-08-12T17:10:00Z,2020,8,L75129-3,A319,NA,Total Suspended Solids,1.5,mg/L,,0.5,1,
2005-08-10T16:19:00Z,2005,8,L36340-2,A319,NA,E. coli,62,CFU/100ml,,NA,NA,
2001-12-11T17:48:00Z,2001,12,L23019-2,A319,NA,Nitrite + Nitrate Nitrogen,0.578,mg/L,,0.02,0.04,
1998-02-10T17:20:00Z,1998,2,L12588-2,A319,NA,Total Suspended Solids,4.5,mg/L,,0.5,1,
1982-12-02T08:00:00Z,1982,12,8215770,A319,1,Fecal Coliform,39,ORG/100ml,,NA,NA,39||King County Nstream Database/RS4
1977-09-13T07:00:00Z,1977,9,7715284,A319,1,"pH, Field",7.7,pH,,NA,NA,7.7||King County Nstream Database/RVL
2002-12-10T18:00:00Z,2002,12,L26356-2,A319,NA,Total Nitrogen,0.423,mg/L,,0.05,0.1,
2017-12-13T17:28:00Z,2017,12,L69125-3,A319,NA,Temperature,3.8,deg C,,NA,NA,
1978-01-24T08:00:00Z,1978,1,7815014,A319,1,Ammonia Nitrogen,0.031,mg/L,,NA,NA,.031||King County Nstream Database/RVL
1994-03-15T17:30:00Z,1994,3,L3201-5,A319,NA,Ammonia Nitrogen,NA,mg/L,<MDL,0.02,0.04,
2008-10-08T16:57:00Z,2008,10,L46552-3,A319,NA,"pH, Field",7.31,pH,,NA,NA,
1985-10-17T07:00:00Z,1985,10,8515531,A319,1,Dissolved Oxygen,10.7,mg/L,,NA,NA,10.74||King County Nstream Database/RS4
1976-11-09T08:00:00Z,1976,11,7615586,A319,1,Ammonia Nitrogen,0.005,mg/L,,NA,NA,.005||King County Nstream Database/RVL
1998-09-15T17:16:00Z,1998,9,L14031-2,A319,NA,Storm Or Non-Storm,NA,none,,NA,NA,N
2006-04-12T16:57:00Z,2006,4,L38672-3,A319,NA,"pH, Field",7.4,pH,,NA,NA,
1997-07-08T16:50:00Z,1997,7,L11389-2,A319,NA,Turbidity,1.7,NTU,,0.5,1,
1977-12-06T08:00:00Z,1977,12,7715389,A319,1,Total Suspended Solids,395,mg/L,,NA,NA,395.00||King County Nstream Database/RVL
1991-05-08T07:00:00Z,1991,5,9108538,A319,1,Total Phosphorus,0.029,mg/L,,NA,NA,.029||King County Nstream Database/B53311
2005-10-12T16:40:00Z,2005,10,L37067-3,A319,NA,"pH, Field",7.6,pH,,NA,NA,
1981-07-23T07:00:00Z,1981,7,8115443,A319,1,Total Phosphorus,0.011,mg/L,,NA,NA,.011||King County Nstream Database/RS3
1984-04-12T08:00:00Z,1984,4,8415166,A319,1,Total Suspended Solids,8.33,mg/L,,NA,NA,8.33||King County Nstream Database/RS4
2017-11-15T17:28:00Z,2017,11,L68961-3,A319,NA,Total Nitrogen,0.424,mg/L,,0.05,0.1,
2019-09-11T16:34:00Z,2019,9,L72878-3,A319,NA,"pH, Field",7.19,pH,,NA,NA,
2002-10-14T17:00:00Z,2002,10,L26091-2,A319,NA,Silica,11.2,mg/L,,0.05,0.1,
1995-09-19T16:45:00Z,1995,9,L6948-2,A319,NA,Conductivity,88.9,umhos/cm,,0.5,1,
1990-04-11T07:00:00Z,1990,4,9005559,A319,1,Orthophosphate Phosphorus,0.009,mg/L,,NA,NA,.009||King County Nstream Database/B53311
2008-08-06T17:32:00Z,2008,8,L46212-3,A319,NA,Total Suspended Solids,1.7,mg/L,,0.5,1,
1990-03-14T08:00:00Z,1990,3,9005001,A319,1,Orthophosphate Phosphorus,0.014,mg/L,,NA,NA,.014||King County Nstream Database/B53311
2021-01-13T17:18:00Z,2021,1,L76194-3,A319,NA,"Dissolved Oxygen, Field",11.6,mg/L,,0.5,1,
2015-03-09T16:40:00Z,2015,3,L62312-3,A319,NA,Storm Or Non-Storm,NA,none,,NA,NA,N
2001-07-10T16:15:00Z,2001,7,L21243-2,A319,NA,Temperature,14.7,deg C,,NA,NA,
1972-01-20T08:00:00Z,1972,1,7215072,A319,1,Ammonia Nitrogen,0.04,mg/L,,NA,NA,.040||King County Nstream Database/RBC
2019-10-16T15:34:00Z,2019,10,L73396-16,A319,NA,Turbidity,2.33,NTU,,0.2,0.5,
1978-08-08T07:00:00Z,1978,8,7815307,A319,1,Fecal Coliform,220,ORG/100ml,,NA,NA,220||King County Nstream Database/RVL
2020-12-16T18:12:00Z,2020,12,L75999-3,A319,NA,Total Nitrogen,0.419,mg/L,,0.05,0.1,
1998-02-10T17:20:00Z,1998,2,L12588-2,A319,NA,Total Alkalinity,25.1,mg CaCO3/L,,0.2,1,
2016-02-10T17:34:00Z,2016,2,L64766-3,A319,NA,Total Alkalinity,20.9,mg CaCO3/L,,1,5,
1987-02-18T08:00:00Z,1987,2,8700668,A319,1,Storm Or Non-Storm,NA,none,,NA,NA,N||King County Nstream Database/B53311
2005-05-11T16:53:00Z,2005,5,L35457-2,A319,NA,"Dissolved Oxygen, Field",10.8,mg/L,,0.5,1,
1977-09-13T07:00:00Z,1977,9,7715284,A319,1,Nitrite + Nitrate Nitrogen,0.149,mg/L,,NA,NA,.149||King County Nstream Database/RVL
1999-10-12T16:40:00Z,1999,10,L16620-2,A319,NA,Conductivity,70.6,umhos/cm,,0.5,1,
1998-08-11T16:45:00Z,1998,8,L13902-2,A319,NA,Temperature,17.7,deg C,,NA,NA,
1977-09-13T07:00:00Z,1977,9,7715284,A319,1,Dissolved Oxygen,9.9,mg/L,,NA,NA,9.90||King County Nstream Database/RVL
1981-02-26T08:00:00Z,1981,2,8115109,A319,1,Fecal Coliform,56,ORG/100ml,E,NA,NA,56||King County Nstream Database/RS3
1998-09-15T17:16:00Z,1998,9,L14031-2,A319,NA,Conductivity,93.8,umhos/cm,,0.5,1,
2003-04-14T16:55:00Z,2003,4,L27895-2,A319,NA,Total Nitrogen,0.408,mg/L,,0.05,0.1,
1985-04-18T08:00:00Z,1985,4,8515167,A319,1,Storm Or Non-Storm,NA,none,,NA,NA,N||King County Nstream Database/RS4
2015-03-09T16:40:00Z,2015,3,L62312-3,A319,NA,Ammonia Nitrogen,0.0071,mg/L,<RDL,0.002,0.01,
2005-04-13T16:53:00Z,2005,4,L35232-2,A319,NA,Total Suspended Solids,2,mg/L,,0.5,1,
1979-04-24T08:00:00Z,1979,4,7915323,A319,1,Nitrite + Nitrate Nitrogen,0.113,mg/L,,NA,NA,.113||King County Nstream Database/RVL
2002-05-14T17:06:00Z,2002,5,L24078-2,A319,NA,E. coli,19,CFU/100ml,,NA,NA,
2005-08-10T16:19:00Z,2005,8,L36340-2,A319,NA,Total Suspended Solids,1.3,mg/L,,0.5,1,
1972-03-23T08:00:00Z,1972,3,7215264,A319,1,Nitrite + Nitrate Nitrogen,0.18,mg/L,,NA,NA,.180||King County Nstream Database/RBC
1976-07-13T07:00:00Z,1976,7,7615407,A319,1,Temperature,13,deg C,,NA,NA,13.0||King County Nstream Database/RVL
1997-05-13T17:10:00Z,1997,5,L11070-2,A319,NA,Nitrite + Nitrate Nitrogen,0.091,mg/L,<RDL,0.05,0.1,
1978-11-21T08:00:00Z,1978,11,7815409,A319,1,"pH, Field",7.2,pH,,NA,NA,7.2||King County Nstream Database/RVL
1982-04-22T08:00:00Z,1982,4,8215261,A319,1,Ammonia Nitrogen,0.01,mg/L,,NA,NA,.010||King County Nstream Database/RS3
2016-10-12T17:17:00Z,2016,10,L66361-16,A319,NA,Temperature,10.8,deg C,,NA,NA,
1978-11-21T08:00:00Z,1978,11,7815409,A319,1,Dissolved Oxygen,13.6,mg/L,,NA,NA,13.60||King County Nstream Database/RVL
1994-04-12T17:15:00Z,1994,4,L3420-5,A319,NA,Turbidity,0.9,NTU,<RDL,0.5,1,
1993-12-21T17:35:00Z,1993,12,L2612-5,A319,NA,Turbidity,0.6,NTU,<RDL,0.5,1,
1992-08-19T07:00:00Z,1992,8,9212306,A319,1,Orthophosphate Phosphorus,NA,mg/L,<MDL,0.005,NA,.005||King County Nstream Database/B53311
2018-10-10T15:56:00Z,2018,10,L71065-3,A319,NA,Total Phosphorus,0.0118,mg/L,,0.005,0.01,
1996-01-09T17:30:00Z,1996,1,L7587-2,A319,NA,Fecal Coliform,31,CFU/100ml,,NA,NA,
1977-03-08T08:00:00Z,1977,3,7715046,A319,1,Ammonia Nitrogen,0.043,mg/L,,NA,NA,.043||King County Nstream Database/RVL
2003-01-13T17:56:00Z,2003,1,L26869-2,A319,NA,"Dissolved Oxygen, Field",13.7,mg/L,,NA,NA,
1992-10-20T07:00:00Z,1992,10,9213909,A319,1,Nitrite + Nitrate Nitrogen,0.12,mg/L,,NA,NA,.120||King County Nstream Database/B53311
1996-08-13T16:20:00Z,1996,8,L9251-2,A319,NA,"pH, Field",7.4,pH,,NA,NA,
2022-04-13T16:52:00Z,2022,4,L78939-3,A319,NA,"Conductivity, Field",63.7,umhos/cm,,0.5,10,
1987-07-15T07:00:00Z,1987,7,8707669,A319,1,"pH, Field",7.6,pH,,NA,NA,7.6||King County Nstream Database/B53311
1992-02-25T08:00:00Z,1992,2,9207172,A319,1,Ammonia Nitrogen,0.015,mg/L,,NA,NA,.015||King County Nstream Database/B53311
1999-10-12T16:40:00Z,1999,10,L16620-2,A319,NA,E. coli,29,CFU/100ml,,NA,NA,
1977-07-05T07:00:00Z,1977,7,7715203,A319,1,Temperature,13,deg C,,NA,NA,13.0||King County Nstream Database/RVL
1996-01-09T17:30:00Z,1996,1,L7587-2,A319,NA,Turbidity,17,NTU,,0.5,1,
1977-09-27T07:00:00Z,1977,9,7715299,A319,1,Ammonia Nitrogen,0.003,mg/L,,NA,NA,.003||King County Nstream Database/RVL
2004-06-16T16:27:00Z,2004,6,L32191-2,A319,NA,"Conductivity, Field",58.3,umhos/cm,,0.5,10,
2014-11-12T17:22:00Z,2014,11,L61583-3,A319,NA,"Dissolved Oxygen, Field",12.3,mg/L,,0.5,1,
1985-08-15T07:00:00Z,1985,8,8515395,A319,1,Temperature,17,deg C,,NA,NA,17.0||King County Nstream Database/RS4
1987-02-18T08:00:00Z,1987,2,8700668,A319,1,Total Phosphorus,0.017,mg/L,,NA,NA,.017||King County Nstream Database/B53311
1988-09-14T07:00:00Z,1988,9,8809689,A319,1,Orthophosphate Phosphorus,0.006,mg/L,,NA,NA,.006||King County Nstream Database/B53311
1994-02-23T18:40:00Z,1994,2,L2970-5,A319,NA,Dissolved Oxygen,12,mg/L,,0.5,1,
1985-01-17T08:00:00Z,1985,1,8515023,A319,1,Ammonia Nitrogen,0.001,mg/L,,NA,NA,.001||King County Nstream Database/RS4
2017-09-13T17:45:00Z,2017,9,L68496-3,A319,NA,Fecal Coliform,19,CFU/100ml,,NA,NA,
1990-08-15T07:00:00Z,1990,8,9008536,A319,1,Total Suspended Solids,3.6,mg/L,,NA,NA,3.60||King County Nstream Database/B53311
1984-12-12T08:00:00Z,1984,12,8415620,A319,1,Total Suspended Solids,7.01,mg/L,,NA,NA,7.01||King County Nstream Database/RS4
1978-11-21T08:00:00Z,1978,11,7815409,A319,1,Fecal Coliform,47,ORG/100ml,,NA,NA,47||King County Nstream Database/RVL
2005-09-14T16:52:00Z,2005,9,L36785-2,A319,NA,Fecal Coliform,62,CFU/100ml,,NA,NA,
1992-05-13T07:00:00Z,1992,5,9209659,A319,1,Nitrite + Nitrate Nitrogen,0.17,mg/L,,NA,NA,.170||King County Nstream Database/B53311
2000-12-12T18:41:00Z,2000,12,L19299-2,A319,NA,Total Phosphorus,0.0127,mg/L,,0.005,0.01,
1981-06-25T07:00:00Z,1981,6,8115373,A319,1,Total Phosphorus,0.015,mg/L,,NA,NA,.015||King County Nstream Database/RS3
1983-01-13T08:00:00Z,1983,1,8315028,A319,1,Turbidity,16,NTU,,NA,NA,16.0||King County Nstream Database/RS4
1996-03-12T17:25:00Z,1996,3,L8030-2,A319,NA,Ammonia Nitrogen,0.029,mg/L,<RDL,0.02,0.04,
2003-07-14T16:57:00Z,2003,7,L28767-2,A319,NA,Total Suspended Solids,1.3,mg/L,,0.5,1,
1991-04-09T07:00:00Z,1991,4,9107462,A319,1,Dissolved Oxygen,11.7,mg/L,,NA,NA,11.70||King County Nstream Database/B53311
2003-04-14T16:55:00Z,2003,4,L27895-2,A319,NA,Nitrite + Nitrate Nitrogen,0.262,mg/L,,0.02,0.04,
2005-12-14T17:57:00Z,2005,12,L37746-3,A319,NA,Total Phosphorus,0.0256,mg/L,,0.005,0.01,
2021-08-25T16:58:00Z,2021,8,L77433-3,A319,NA,Ammonia Nitrogen,0.0054,mg/L,<RDL,0.002,0.01,
1979-11-26T08:00:00Z,1979,11,7916096,A319,1,Total Phosphorus,0.02,mg/L,,NA,NA,.020||King County Nstream Database/RVL
1994-03-15T17:30:00Z,1994,3,L3201-5,A319,NA,Enterococcus,1,CFU/100ml,,NA,NA,
2006-02-15T18:38:00Z,2006,2,L37825-3,A319,NA,Orthophosphate Phosphorus,0.0107,mg/L,,0.002,0.005,
1997-11-13T17:58:00Z,1997,11,L12106-2,A319,NA,Temperature,6.4,deg C,,NA,NA,
2019-09-11T16:34:00Z,2019,9,L72878-3,A319,NA,Total Alkalinity,31.4,mg CaCO3/L,,1,5,
2004-05-12T16:42:00Z,2004,5,L31880-2,A319,NA,Nitrite + Nitrate Nitrogen,0.13,mg/L,E,0.02,0.04,Discrepancy between NO23 + NH3 with TOTN
1978-05-22T07:00:00Z,1978,5,7815173,A319,1,Nitrite + Nitrate Nitrogen,0.208,mg/L,,NA,NA,.208||King County Nstream Database/RVL
2007-09-05T17:30:00Z,2007,9,L43723-3,A319,NA,"Conductivity, Field",80.8,umhos/cm,,0.5,10,
2019-07-10T16:02:00Z,2019,7,L72673-3,A319,NA,Total Nitrogen,0.284,mg/L,,0.05,0.1,
2014-10-15T17:34:00Z,2014,10,L61417-3,A319,NA,Ammonia Nitrogen,0.0052,mg/L,<RDL,0.002,0.01,
1995-02-16T17:45:00Z,1995,2,L5358-11,A319,NA,Ammonia Nitrogen,NA,mg/L,<MDL,0.02,0.04,
1989-03-15T08:00:00Z,1989,3,8904412,A319,1,Conductivity,53,umhos/cm,,NA,NA,53||King County Nstream Database/B53311
1983-02-17T08:00:00Z,1983,2,8315075,A319,1,Total Suspended Solids,5.34,mg/L,,NA,NA,5.34||King County Nstream Database/RS4
1981-04-23T08:00:00Z,1981,4,8115241,A319,1,Temperature,8.9,deg C,,NA,NA,8.9||King County Nstream Database/RS3
1999-08-10T19:20:00Z,1999,8,L15993-2,A319,NA,Temperature,17.1,deg C,,NA,NA,
2000-02-15T18:25:00Z,2000,2,L17352-2,A319,NA,Fecal Coliform,23,CFU/100ml,,NA,NA,
2017-05-10T16:31:00Z,2017,5,L67690-3,A319,NA,Total Phosphorus,0.02,mg/L,,0.005,0.01,
1998-09-15T17:16:00Z,1998,9,L14031-2,A319,NA,Total Alkalinity,37.4,mg CaCO3/L,,0.2,1,
1998-12-29T17:53:00Z,1998,12,L14619-2,A319,NA,"Dissolved Oxygen, Field",13.4,mg/L,,NA,10,
1987-12-15T08:00:00Z,1987,12,8713686,A319,1,Conductivity,47,umhos/cm,,NA,NA,47||King County Nstream Database/B53311
1986-02-20T08:00:00Z,1986,2,8615072,A319,1,Fecal Coliform,3,ORG/100ml,E,NA,NA,3||King County Nstream Database/RS4
1991-01-30T08:00:00Z,1991,1,9104103,A319,1,Fecal Coliform,22,ORG/100ml,,NA,NA,22||King County Nstream Database/B53311
2020-10-14T16:37:00Z,2020,10,L75648-3,A319,NA,"pH, Field",7.23,pH,,NA,NA,
1987-05-13T07:00:00Z,1987,5,8703338,A319,1,Turbidity,1.2,NTU,,NA,NA,1.2||King County Nstream Database/B53311
1999-01-20T18:15:00Z,1999,1,L14866-2,A319,NA,Conductivity,57,umhos/cm,,0.5,1,
1996-04-17T16:25:00Z,1996,4,L8173-2,A319,NA,Total Phosphorus,0.058,mg/L,B,0.005,0.01,
2001-04-10T17:02:00Z,2001,4,L20497-2,A319,NA,Conductivity,57.6,umhos/cm,,0.5,10,
2005-10-12T16:42:00Z,2005,10,L37067-12,A319,NA,"Conductivity, Field",71.9,umhos/cm,,0.5,10,
1992-08-19T07:00:00Z,1992,8,9212306,A319,1,Total Suspended Solids,2.4,mg/L,,NA,NA,2.40||King County Nstream Database/B53311
2004-04-14T16:00:00Z,2004,4,L31659-2,A319,NA,Ammonia Nitrogen,NA,mg/L,<MDL,0.01,0.02,
1988-05-11T07:00:00Z,1988,5,8806127,A319,1,Conductivity,58,umhos/cm,,NA,NA,58||King County Nstream Database/B53311
1998-08-11T16:45:00Z,1998,8,L13902-2,A319,NA,Ammonia Nitrogen,NA,mg/L,<MDL,0.01,0.02,
2006-10-11T17:17:00Z,2006,10,L40575-3,A319,NA,Ammonia Nitrogen,0.01,mg/L,<RDL,0.01,0.02,
1998-03-10T17:55:00Z,1998,3,L12825-2,A319,NA,Total Phosphorus,0.11,mg/L,,0.005,0.01,
1997-01-14T17:05:00Z,1997,1,L10178-2,A319,NA,Enterococcus,4,CFU/100ml,,NA,NA,
1976-06-14T07:00:00Z,1976,6,7615345,A319,1,Total Phosphorus,0.07,mg/L,,NA,NA,.070||King County Nstream Database/RVL
1988-06-15T07:00:00Z,1988,6,8807093,A319,1,Total Suspended Solids,2,mg/L,,NA,NA,2.00||King County Nstream Database/B53311
1984-07-19T07:00:00Z,1984,7,8415327,A319,1,Nitrite + Nitrate Nitrogen,0.332,mg/L,,NA,NA,.332||King County Nstream Database/RS4
1986-01-16T08:00:00Z,1986,1,8615023,A319,1,Total Phosphorus,0.029,mg/L,,NA,NA,.029||King County Nstream Database/RS4
1983-07-14T07:00:00Z,1983,7,8315335,A319,1,Total Phosphorus,0.043,mg/L,,NA,NA,.043||King County Nstream Database/RS4
2004-05-12T16:42:00Z,2004,5,L31880-2,A319,NA,Fecal Coliform,28,CFU/100ml,,NA,NA,
2015-02-11T16:55:00Z,2015,2,L62058-3,A319,NA,Temperature,7.4,deg C,,NA,NA,
2015-05-13T16:27:00Z,2015,5,L62658-3,A319,NA,"pH, Field",7.5,pH,,NA,NA,
1976-08-23T07:00:00Z,1976,8,7615476,A319,1,Total Phosphorus,0.09,mg/L,,NA,NA,.090||King County Nstream Database/RVL
2017-09-13T17:45:00Z,2017,9,L68496-3,A319,NA,Ammonia Nitrogen,0.0125,mg/L,,0.002,0.01,
1979-05-02T07:00:00Z,1979,5,7915339,A319,1,Nitrite + Nitrate Nitrogen,0.128,mg/L,,NA,NA,.128||King County Nstream Database/RVL
1995-12-12T16:55:00Z,1995,12,L7505-2,A319,NA,Total Nitrogen,0.707,mg/L,,0.05,0.1,
1989-05-17T07:00:00Z,1989,5,8905936,A319,1,Orthophosphate Phosphorus,0.024,mg/L,,NA,NA,.024||King County Nstream Database/B53311
1992-01-14T08:00:00Z,1992,1,9205693,A319,1,Temperature,5.5,deg C,,NA,NA,5.5||King County Nstream Database/B53311
2008-07-09T17:05:00Z,2008,7,L45856-3,A319,NA,E. coli,27,CFU/100ml,,NA,NA,
1998-05-12T17:00:00Z,1998,5,L13360-2,A319,NA,Ammonia Nitrogen,NA,mg/L,<MDL,0.02,0.04,
1987-10-14T07:00:00Z,1987,10,8711601,A319,1,Conductivity,100,umhos/cm,,NA,NA,100||King County Nstream Database/B53311
1988-08-10T07:00:00Z,1988,8,8808868,A319,1,Orthophosphate Phosphorus,0.005,mg/L,,NA,NA,.005||King County Nstream Database/B53311
2003-05-13T16:50:00Z,2003,5,L28250-2,A319,NA,"Dissolved Oxygen, Field",11.9,mg/L,,NA,NA,
1982-10-21T07:00:00Z,1982,10,8215700,A319,1,"pH, Field",7.6,pH,,NA,NA,7.6||King County Nstream Database/RS4
1988-03-16T08:00:00Z,1988,3,8804431,A319,1,Storm Or Non-Storm,NA,none,,NA,NA,N||King County Nstream Database/B53311
1979-04-10T08:00:00Z,1979,4,7915244,A319,1,Ammonia Nitrogen,0.029,mg/L,,NA,NA,.029||King County Nstream Database/RVL
1981-01-22T08:00:00Z,1981,1,8115044,A319,1,Ammonia Nitrogen,0.027,mg/L,,NA,NA,.027||King County Nstream Database/RS3
1983-08-18T07:00:00Z,1983,8,8315398,A319,1,Dissolved Oxygen,10,mg/L,,NA,NA,10.00||King County Nstream Database/RS4
2005-07-13T16:02:00Z,2005,7,L36108-2,A319,NA,"Conductivity, Field",75.3,umhos/cm,,0.5,10,
2015-08-12T16:46:00Z,2015,8,L63408-3,A319,NA,"Conductivity, Field",80.8,umhos/cm,,0.5,10,
1995-06-13T16:28:00Z,1995,6,L6236-2,A319,NA,Enterococcus,8,CFU/100ml,,NA,NA,
2002-07-08T16:58:00Z,2002,7,L24798-2,A319,NA,Silica,10.1,mg/L,,0.05,0.1,
1998-11-10T17:49:00Z,1998,11,L14389-2,A319,NA,Storm Or Non-Storm,NA,none,,NA,NA,N
2008-01-09T18:17:00Z,2008,1,L44906-3,A319,NA,Temperature,4.55,deg C,,NA,NA,
1994-06-21T16:30:00Z,1994,6,L3897-5,A319,NA,Orthophosphate Phosphorus,NA,mg/L,<MDL,0.002,0.005,
2007-09-05T17:30:00Z,2007,9,L43723-3,A319,NA,Nitrite + Nitrate Nitrogen,0.207,mg/L,,0.02,0.04,
1986-04-17T08:00:00Z,1986,4,8604234,A319,1,Dissolved Oxygen,12,mg/L,,NA,NA,12.00||King County Nstream Database/B53311
1985-08-15T07:00:00Z,1985,8,8515395,A319,1,Dissolved Oxygen,9.74,mg/L,,NA,NA,9.74||King County Nstream Database/RS4
2020-03-11T16:14:00Z,2020,3,L74248-3,A319,NA,Total Nitrogen,0.465,mg/L,,0.05,0.1,
2019-10-16T15:34:00Z,2019,10,L73396-16,A319,NA,E. coli,29,CFU/100ml,,NA,NA,
1977-04-19T08:00:00Z,1977,4,7715100,A319,1,Conductivity,47,umhos/cm,,NA,NA,47||King County Nstream Database/RVL
2021-11-08T17:47:00Z,2021,11,L78097-3,A319,NA,Temperature,7.15,deg C,,NA,NA,
1996-10-08T17:10:00Z,1996,10,L9616-2,A319,NA,Ammonia Nitrogen,0.033,mg/L,<RDL,0.02,0.04,
1989-04-12T07:00:00Z,1989,4,8905053,A319,1,Dissolved Oxygen,11.6,mg/L,,NA,NA,11.60||King County Nstream Database/B53311
2021-04-14T17:10:00Z,2021,4,L76706-3,A319,NA,Total Alkalinity,26.3,mg CaCO3/L,,1,5,
1996-03-12T17:40:00Z,1996,3,L8030-11,A319,NA,Total Suspended Solids,3.7,mg/L,,0.5,1,
1991-10-15T07:00:00Z,1991,10,9112999,A319,1,Enterococcus,7,ORG/100g,E,NA,NA,7||King County Nstream Database/B53311
1982-10-21T07:00:00Z,1982,10,8215700,A319,1,Total Phosphorus,0.013,mg/L,,NA,NA,.013||King County Nstream Database/RS4
1998-07-14T17:30:00Z,1998,7,L13752-2,A319,NA,Conductivity,69.5,umhos/cm,,0.5,1,
1977-02-09T08:00:00Z,1977,2,7715029,A319,1,Turbidity,1.1,NTU,,NA,NA,1.1||King County Nstream Database/RVL
1994-09-20T18:00:00Z,1994,9,L4493-5,A319,NA,Enterococcus,10,CFU/100ml,,NA,NA,
1983-02-17T08:00:00Z,1983,2,8315075,A319,1,Dissolved Oxygen,11.9,mg/L,,NA,NA,11.91||King County Nstream Database/RS4
