SampleID,CollectDate,Year,Month,Locator,Nitrite_+_Nitrate_Nitrogen,Nitrite_+_Nitrate_Nitrogen_log,Nitrite_+_Nitrate_Nitrogen_units,Nitrite_+_Nitrate_Nitrogen_mdl,Nitrite_+_Nitrate_Nitrogen_rdl,Nitrite_+_Nitrate_Nitrogen_text,Nitrite_+_Nitrate_Nitrogen_orig,Ammonia_Nitrogen,Ammonia_Nitrogen_log,Ammonia_Nitrogen_units,Ammonia_Nitrogen_mdl,Ammonia_Nitrogen_rdl,Ammonia_Nitrogen_text,Ammonia_Nitrogen_orig,Total_Nitrogen,Total_Nitrogen_log,Total_Nitrogen_units,Total_Nitrogen_mdl,Total_Nitrogen_rdl,Total_Nitrogen_text,Total_Nitrogen_orig,Total_Suspended_Solids,Total_Suspended_Solids_log,Total_Suspended_Solids_units,Total_Suspended_Solids_mdl,Total_Suspended_Solids_rdl,Total_Suspended_Solids_text,Total_Suspended_Solids_orig,"Dissolved_Oxygen,_Field","Dissolved_Oxygen,_Field_log","Dissolved_Oxygen,_Field_units","Dissolved_Oxygen,_Field_mdl","Dissolved_Oxygen,_Field_rdl","Dissolved_Oxygen,_Field_text","Dissolved_Oxygen,_Field_orig","pH,_Field","pH,_Field_log","pH,_Field_units","pH,_Field_mdl","pH,_Field_rdl","pH,_Field_text","pH,_Field_orig",Orthophosphate_Phosphorus,Orthophosphate_Phosphorus_log,Orthophosphate_Phosphorus_units,Orthophosphate_Phosphorus_mdl,Orthophosphate_Phosphorus_rdl,Orthophosphate_Phosphorus_text,Orthophosphate_Phosphorus_orig,Temperature,Temperature_log,Temperature_units,Temperature_mdl,Temperature_rdl,Temperature_text,Temperature_orig,Fecal_Coliform,Fecal_Coliform_log,Fecal_Coliform_units,Fecal_Coliform_mdl,Fecal_Coliform_rdl,Fecal_Coliform_text,Fecal_Coliform_orig,Total_Alkalinity,Total_Alkalinity_log,Total_Alkalinity_units,Total_Alkalinity_mdl,Total_Alkalinity_rdl,Total_Alkalinity_text,Total_Alkalinity_orig,Turbidity,Turbidity_log,Turbidity_units,Turbidity_mdl,Turbidity_rdl,Turbidity_text,Turbidity_orig,Silica,Silica_log,Silica_units,Silica_mdl,Silica_rdl,Silica_text,Silica_orig,"Conductivity,_Field","Conductivity,_Field_log","Conductivity,_Field_units","Conductivity,_Field_mdl","Conductivity,_Field_rdl","Conductivity,_Field_text","Conductivity,_Field_orig",Total_Phosphorus,Total_Phosphorus_log,Total_Phosphorus_units,Total_Phosphorus_mdl,Total_Phosphorus_rdl,Total_Phosphorus_text,Total_Phosphorus_orig,Storm_Or_Non-Storm,Storm_Or_Non-Storm_log,Storm_Or_Non-Storm_units,Storm_Or_Non-Storm_mdl,Storm_Or_Non-Storm_rdl,Storm_Or_Non-Storm_text,Storm_Or_Non-Storm_orig,pH,pH_log,pH_units,pH_mdl,pH_rdl,pH_text,pH_orig,Enterococcus,Enterococcus_log,Enterococcus_units,Enterococcus_mdl,Enterococcus_rdl,Enterococcus_text,Enterococcus_orig,Conductivity,Conductivity_log,Conductivity_units,Conductivity_mdl,Conductivity_rdl,Conductivity_text,Conductivity_orig,Dissolved_Oxygen,Dissolved_Oxygen_log,Dissolved_Oxygen_units,Dissolved_Oxygen_mdl,Dissolved_Oxygen_rdl,Dissolved_Oxygen_text,Dissolved_Oxygen_orig,E._coli,E._coli_log,E._coli_units,E._coli_mdl,E._coli_rdl,E._coli_text,E._coli_orig
L46404-3,2008-09-03T18:55:00Z,2008,9,0631,0.63,-0.4620354595965587,mg/L,0.02,0.04,,0.63,0.015,-4.199705077879927,mg/L,0.01,0.02,,0.015,0.741,-0.2997546536860502,mg/L,0.05,0.1,,0.741,3.7,1.308332819650179,mg/L,0.5,1,,3.7,11.3,2.424802725718295,mg/L,0.5,1,,11.3,7.96,2.0744289998562917,pH,NA,NA,,7.96,0.0151,-4.193060535161258,mg/L,0.002,0.005,,0.0151,12.8,2.5494451709255714,deg C,NA,NA,,12.8,62,4.127134385045092,CFU/100ml,NA,NA,,62,58.9,4.075841090657541,mg CaCO3/L,1,5,,58.9,1.13,0.12221763272424911,NTU,0.2,0.5,,1.13,20.6,3.0252910757955354,mg/L,0.5,1,,20.6,145,4.976733742420574,umhos/cm,0.5,10,,145,0.0274,-3.5972122655881127,mg/L,0.005,0.01,,0.0274,NA,NA,none,NA,NA,N,NA,0,0,,NA,NA,,0,0,0,,NA,NA,,0,0,0,,NA,NA,,0,0,0,,NA,NA,,0,52,3.9512437185814275,CFU/100ml,NA,NA,,52
8905039,1989-04-12T07:00:00Z,1989,4,0631,1.14972,0.13951843446864529,mg/L,NA,NA,1.200||King County Nstream Database/B53311,1.2,0.003,-5.809142990314028,mg/L,NA,NA,.003||King County Nstream Database/B53311,0.003,0,0,,NA,NA,,0,11.8,2.468099531471619,mg/L,NA,NA,11.80||King County Nstream Database/B53311,11.8,0,0,,NA,NA,,0,7.3,1.9878743481543455,pH,NA,NA,7.3||King County Nstream Database/B53311,7.3,0.011998322293470488,-4.422988447845769,mg/L,NA,NA,.010||King County Nstream Database/B53311,0.01,7.8,2.0541237336955462,deg C,NA,NA,7.8||King County Nstream Database/B53311,7.8,110,4.700480365792417,ORG/100ml,NA,NA,110||King County Nstream Database/B53311,110,0,0,,NA,NA,,0,4,1.3862943611198906,NTU,NA,NA,4.0||King County Nstream Database/B53311,4,0,0,,NA,NA,,0,0,0,,NA,NA,,0,0.022372460972804906,-3.7999244973358732,mg/L,NA,NA,.027||King County Nstream Database/B53311,0.027,NA,NA,none,NA,NA,N||King County Nstream Database/B53311,NA,7.3,1.9878743481543455,pH,NA,NA,7.3||King County Nstream Database/B53311,7.3,17,2.833213344056216,ORG/100g,NA,NA,17||King County Nstream Database/B53311,17,94,4.543294782270004,umhos/cm,NA,NA,94||King County Nstream Database/B53311,94,11.5,2.4423470353692043,mg/L,NA,NA,11.50||King County Nstream Database/B53311,11.5,0,0,,NA,NA,,0
L44906-3,2008-01-09T18:17:00Z,2008,1,A319,0.656,-0.42159449003804794,mg/L,0.02,0.04,,0.656,0.014,-4.268697949366879,mg/L,0.01,0.02,,0.014,0.823,-0.1947990783050673,mg/L,0.05,0.1,,0.823,3.4,1.2237754316221157,mg/L,0.5,1,,3.4,11.6,2.451005098112319,mg/L,0.5,1,,11.6,7.34,1.9933388426264242,pH,NA,NA,,7.34,0.0212,-3.8537540973041704,mg/L,0.002,0.005,,0.0212,4.55,1.5151272329628591,deg C,NA,NA,,4.55,10,2.302585092994046,CFU/100ml,NA,NA,,10,29.3,3.3775875160230218,mg CaCO3/L,1,10,,29.3,1.3,0.26236426446749106,NTU,0.5,2,,1.3,0,0,,NA,NA,,0,80.6,4.389498649512583,umhos/cm,0.5,10,,80.6,0.0329,-3.414282621210811,mg/L,0.005,0.01,,0.0329,NA,NA,none,NA,NA,N,NA,0,0,,NA,NA,,0,0,0,,NA,NA,,0,0,0,,NA,NA,,0,0,0,,NA,NA,,0,22,3.091042453358316,CFU/100ml,NA,NA,,22
L56985-7,2012-12-03T21:04:00Z,2012,12,0438,0.318,-1.1457038962019601,mg/L,0.01,0.04,,0.318,0.0087,-4.744432253321599,mg/L,0.005,0.01,,0.0087,0.433,-0.8370175509796473,mg/L,0.05,0.1,,0.433,3.8,1.33500106673234,mg/L,0.5,1,,3.8,11.1,2.4069451083182885,mg/L,0.5,1,,11.1,7.21,1.9754689512968577,pH,NA,NA,,7.21,0.00759,-4.880923687574598,mg/L,0.002,0.005,,0.00759,8.1,2.0918640616783932,deg C,NA,NA,,8.1,21,3.044522437723423,CFU/100ml,NA,NA,,21,22.6,3.1179499062782403,mg CaCO3/L,1,5,,22.6,2.7,0.9932517730102834,NTU,0.2,0.5,,2.7,0,0,,NA,NA,,0,52.8,3.966511190712216,umhos/cm,0.5,10,,52.8,0.0142,-4.254513314374922,mg/L,0.005,0.01,,0.0142,NA,NA,none,NA,NA,N,NA,0,0,,NA,NA,,0,0,0,,NA,NA,,0,0,0,,NA,NA,,0,0,0,,NA,NA,,0,0,0,,NA,NA,,0
9107462,1991-04-09T07:00:00Z,1991,4,A319,0.352892,-1.041593217869285,mg/L,NA,NA,.360||King County Nstream Database/B53311,0.36,0.043,-3.146555163288575,mg/L,NA,NA,.043||King County Nstream Database/B53311,0.043,0,0,,NA,NA,,0,36.3,3.591817741270805,mg/L,NA,NA,36.33||King County Nstream Database/B53311,36.3,0,0,,NA,NA,,0,7.4,2.0014800002101243,pH,NA,NA,7.4||King County Nstream Database/B53311,7.4,0.01991548788991701,-3.9162575640336517,mg/L,NA,NA,.018||King County Nstream Database/B53311,0.018,7.2,1.9740810260220096,deg C,NA,NA,7.2||King County Nstream Database/B53311,7.2,600,6.396929655216146,ORG/100ml,NA,NA,600||King County Nstream Database/B53311,600,0,0,,NA,NA,,0,19,2.9444389791664403,NTU,NA,NA,19.0||King County Nstream Database/B53311,19,0,0,,NA,NA,,0,0,0,,NA,NA,,0,0.07697835618278588,-2.564230985176488,mg/L,NA,NA,.084||King County Nstream Database/B53311,0.084,NA,NA,none,NA,NA,N||King County Nstream Database/B53311,NA,7.4,2.0014800002101243,pH,NA,NA,7.4||King County Nstream Database/B53311,7.4,320,5.768320995793772,ORG/100g,NA,NA,320||King County Nstream Database/B53311,320,54,3.9889840465642745,umhos/cm,NA,NA,54||King County Nstream Database/B53311,54,11.7,2.4595888418037104,mg/L,NA,NA,11.70||King County Nstream Database/B53311,11.7,0,0,,NA,NA,,0
L18386-2,2000-08-01T17:05:00Z,2000,8,A319,0.3567908,-1.0306056633620784,mg/L,0.02,0.04,,0.364,0.011,-4.509860006183766,mg/L,0.01,0.02,,0.011,0.45912524528850945,-0.7784322405903178,mg/L,0.05,0.1,,0.454,1.5,0.4054651081081644,mg/L,0.5,1,,1.5,NA,NA,mg/L,NA,NA,88.8% sat,NA,7.72,2.0438143640366846,pH,NA,NA,,7.72,0.010836297692823984,-4.524853882561534,mg/L,0.002,0.005,,0.00794,17.5,2.8622008809294686,deg C,NA,NA,,17.5,33,3.4965075614664802,CFU/100ml,NA,NA,,33,33.9,3.5234150143864045,mg CaCO3/L,0.2,10,,33.9,0.8,-0.2231435513142097,NTU,0.5,1,,0.8,0,0,,NA,NA,,0,90.4,4.504244267398131,umhos/cm,NA,NA,,90.4,0.017116771495401157,-4.067696506928251,mg/L,0.005,0.01,,0.0159,NA,NA,none,NA,NA,N,NA,0,0,,NA,NA,,0,8,2.0794415416798357,CFU/100ml,NA,NA,,8,75.5,4.324132656254979,umhos/cm,0.5,10,,75.5,0,0,,NA,NA,,0,27,3.295836866004329,CFU/100ml,NA,NA,,27
8115326,1981-05-14T07:00:00Z,1981,5,0438,0.1793954,-1.718162970711819,mg/L,NA,NA,.182||King County Nstream Database/RS3,0.182,0.013,-4.3428059215206005,mg/L,NA,NA,.013||King County Nstream Database/RS3,0.013,0,0,,NA,NA,,0,5.3,1.667706820558076,mg/L,NA,NA,5.30||King County Nstream Database/RS3,5.3,0,0,,NA,NA,,0,7.4,2.0014800002101243,pH,NA,NA,7.4||King County Nstream Database/RS3,7.4,0.006545666652537392,-5.028952028040723,mg/L,NA,NA,.005||King County Nstream Database/RS3,0.005,10.5,2.3513752571634776,deg C,NA,NA,10.5||King County Nstream Database/RS3,10.5,36,3.58351893845611,ORG/100ml,NA,NA,36||King County Nstream Database/RS3,36,0,0,,NA,NA,,0,1.5,0.4054651081081644,NTU,NA,NA,1.5||King County Nstream Database/RS3,1.5,0,0,,NA,NA,,0,0,0,,NA,NA,,0,0.013108098515191933,-4.334525032519864,mg/L,NA,NA,.016||King County Nstream Database/RS3,0.016,0,0,,NA,NA,,0,7.4,2.0014800002101243,pH,NA,NA,7.4||King County Nstream Database/RS3,7.4,0,0,,NA,NA,,0,70,4.248495242049359,umhos/cm,NA,NA,70||King County Nstream Database/RS3,70,10.7,2.3702437414678603,mg/L,NA,NA,10.70||King County Nstream Database/RS3,10.7,0,0,,NA,NA,,0
L16221-6,1999-09-14T18:27:00Z,1999,9,0631,0.7510275000000001,-0.2863130100455429,mg/L,0.02,0.04,,0.775,0.011,-4.509860006183766,mg/L,0.01,0.02,,0.011,0.8603390670410603,-0.15042870343497938,mg/L,0.05,0.1,,0.855,2.8,1.0296194171811581,mg/L,0.5,1,,2.8,10.6,2.3608540011180215,mg/L,NA,10,,10.6,7.9,2.066862759472976,pH,NA,NA,,7.9,0.014242011548851638,-4.251559122521561,mg/L,0.002,0.005,,0.0122,14.1,2.6461747973841225,deg C,NA,NA,,14.1,93,4.532599493153256,CFU/100ml,NA,NA,,93,57.5,4.051784947803305,mg CaCO3/L,0.2,1,,57.5,1.7,0.5306282510621704,NTU,0.5,1,,1.7,0,0,,NA,NA,,0,0,0,,NA,NA,,0,0.018561422080872438,-3.9866699338226397,mg/L,0.005,0.01,,0.0172,NA,NA,none,NA,NA,N,NA,0,0,,NA,NA,,0,210,5.3471075307174685,CFU/100ml,NA,NA,,210,135,4.90527477843843,umhos/cm,0.5,1,,135,0,0,,NA,NA,,0,77,4.343805421853684,CFU/100ml,NA,NA,,77
L62657-4,2015-05-13T17:35:00Z,2015,5,0438,0.195,-1.6347557204183902,mg/L,0.01,0.04,,0.195,0.0066,-5.0206856299497575,mg/L,0.002,0.01,,0.0066,0.298,-1.2106617924767327,mg/L,0.05,0.1,,0.298,2.6,0.9555114450274363,mg/L,0.5,1,,2.6,11.8,2.468099531471619,mg/L,0.5,1,,11.8,7.85,2.060513531794317,pH,NA,NA,,7.85,0.00328,-5.7199118565860845,mg/L,5e-4,0.002,,0.00328,10.8,2.379546134130174,deg C,NA,NA,,10.8,260,5.560681631015528,CFU/100ml,NA,NA,,260,32.9,3.493472657771326,mg CaCO3/L,1,5,,32.9,1.15,0.13976194237515863,NTU,0.2,0.5,,1.15,0,0,,NA,NA,,0,78.5,4.363098624788363,umhos/cm,0.5,10,,78.5,0.0102,-4.585367558691911,mg/L,0.005,0.01,,0.0102,NA,NA,none,NA,NA,N,NA,0,0,,NA,NA,,0,0,0,,NA,NA,,0,0,0,,NA,NA,,0,0,0,,NA,NA,,0,0,0,,NA,NA,,0
L4672-6,1994-10-11T18:25:00Z,1994,10,0631,0.7050606,-0.3494715224171895,mg/L,0.05,0.1,,0.726,0.144,-1.9379419794061366,mg/L,0.02,0.04,,0.144,1.1544746182836676,0.1436453645414339,mg/L,0.05,0.1,,1.15,10,2.302585092994046,mg/L,0.5,1,,10,0,0,,NA,NA,,0,7.52,2.017566137961748,pH,NA,NA,,7.52,0.026799560426679227,-3.619369793589421,mg/L,0.002,0.005,,0.0254,11.6,2.451005098112319,deg C,NA,NA,,11.6,480,6.173786103901937,CFU/100ml,NA,NA,,480,0,0,,NA,NA,,0,2.1,0.7419373447293773,NTU,0.5,1,,2.1,0,0,,NA,NA,,0,0,0,,NA,NA,,0,0.08700652567233991,-2.441772155412447,mg/L,0.005,0.01,,0.094,NA,NA,none,NA,NA,N,NA,0,0,,NA,NA,,0,350,5.857933154483459,CFU/100ml,NA,NA,,350,140,4.941642422609304,umhos/cm,0.5,1,,140,10,2.302585092994046,mg/L,0.5,1,,10,0,0,,NA,NA,,0
7815389,1978-11-07T08:00:00Z,1978,11,A319,0.22618100000000002,-1.486419715291324,mg/L,NA,NA,.230||King County Nstream Database/RVL,0.23,0.021,-3.863232841258714,mg/L,NA,NA,.021||King County Nstream Database/RVL,0.021,0,0,,NA,NA,,0,15.3,2.72785282839839,mg/L,NA,NA,15.30||King County Nstream Database/RVL,15.3,0,0,,NA,NA,,0,7.1,1.9600947840472698,pH,NA,NA,7.1||King County Nstream Database/RVL,7.1,0,0,,NA,NA,,0,8.1,2.0918640616783932,deg C,NA,NA,8.1||King County Nstream Database/RVL,8.1,52,3.9512437185814275,ORG/100ml,NA,NA,52||King County Nstream Database/RVL,52,0,0,,NA,NA,,0,4.9,1.589235205116581,NTU,NA,NA,4.9||King County Nstream Database/RVL,4.9,0,0,,NA,NA,,0,0,0,,NA,NA,,0,0.017287671737670842,-4.05776164782971,mg/L,NA,NA,.020||King County Nstream Database/RVL,0.02,0,0,,NA,NA,,0,7.1,1.9600947840472698,pH,NA,NA,7.1||King County Nstream Database/RVL,7.1,0,0,,NA,NA,,0,79,4.3694478524670215,umhos/cm,NA,NA,79||King County Nstream Database/RVL,79,11.4,2.4336133554004498,mg/L,NA,NA,11.40||King County Nstream Database/RVL,11.4,0,0,,NA,NA,,0
7215264,1972-03-23T08:00:00Z,1972,3,A319,0.177446,-1.7290889417046995,mg/L,NA,NA,.180||King County Nstream Database/RBC,0.18,0.02,-3.912023005428146,mg/L,NA,NA,.020||King County Nstream Database/RBC,0.02,0,0,,NA,NA,,0,30,3.4011973816621555,mg/L,NA,NA,30.00||King County Nstream Database/RBC,30,0,0,,NA,NA,,0,6.9,1.9315214116032138,pH,NA,NA,6.9||King County Nstream Database/RBC,6.9,0,0,,NA,NA,,0,7.4,2.0014800002101243,deg C,NA,NA,7.4||King County Nstream Database/RBC,7.4,0,0,,NA,NA,,0,21,3.044522437723423,mg CaCO3/L,NA,NA,21.0||King County Nstream Database/RBC,21,17,2.833213344056216,NTU,NA,NA,17.0||King County Nstream Database/RBC,17,0,0,,NA,NA,,0,0,0,,NA,NA,,0,0,0,,NA,NA,,0,0,0,,NA,NA,,0,6.9,1.9315214116032138,pH,NA,NA,6.9||King County Nstream Database/RBC,6.9,0,0,,NA,NA,,0,42,3.7376696182833684,umhos/cm,NA,NA,42||King County Nstream Database/RBC,42,12.4,2.517696472610991,mg/L,NA,NA,12.40||King County Nstream Database/RBC,12.4,0,0,,NA,NA,,0
L10577-2,1997-03-11T17:50:00Z,1997,3,A319,0.2953847,-1.219476704403609,mg/L,0.05,0.1,,0.301,0.022,-3.816712825623821,mg/L,0.02,0.04,,0.022,0.4219908573954319,-0.8627716301205482,mg/L,0.05,0.1,,0.417,13.3,2.5877640352277083,mg/L,0.5,1,,13.3,0,0,,NA,NA,,0,7.3,1.9878743481543455,pH,NA,NA,,7.3,0.029417489671468244,-3.5261658947278667,mg/L,0.002,0.005,,0.0283,5.7,1.7404661748405046,deg C,NA,NA,,5.7,24,3.1780538303479458,CFU/100ml,NA,NA,,24,0,0,,NA,NA,,0,3.3,1.1939224684724346,NTU,0.5,1,,3.3,0,0,,NA,NA,,0,0,0,,NA,NA,,0,0.05618135496069857,-2.8791703393929167,mg/L,0.005,0.01,,0.0629,NA,NA,none,NA,NA,N,NA,0,0,,NA,NA,,0,9,2.1972245773362196,CFU/100ml,NA,NA,,9,50.2,3.9160150266976834,umhos/cm,0.5,1,,50.2,12.6,2.533696813957432,mg/L,0.5,1,,12.6,0,0,,NA,NA,,0
L71065-3,2018-10-10T15:56:00Z,2018,10,A319,0.164,-1.8078888511579385,mg/L,0.01,0.04,,0.164,0.0096,-4.645992180508347,mg/L,0.002,0.01,,0.0096,0.269,-1.313043899380298,mg/L,0.05,0.1,,0.269,2.57,0.9439058989071284,mg/L,0.5,1,,2.57,9.8,2.2823823856765264,mg/L,0.5,1,,9.8,7.39,2.0001277349601105,pH,NA,NA,,7.39,0.0041,-5.496768305271875,mg/L,5e-4,0.002,,0.0041,12.3,2.509599262378372,deg C,NA,NA,,12.3,14,2.6390573296152584,CFU/100ml,NA,NA,,14,28.3,3.342861804649192,mg CaCO3/L,1,5,,28.3,1.59,0.4637340162321402,NTU,0.2,0.5,,1.59,0,0,,NA,NA,,0,71.6,4.2710950739666,umhos/cm,0.5,10,,71.6,0.0118,-4.439655747510518,mg/L,0.005,0.01,,0.0118,0,0,,NA,NA,,0,0,0,,NA,NA,,0,0,0,,NA,NA,,0,0,0,,NA,NA,,0,0,0,,NA,NA,,0,0,0,,NA,NA,,0
L8749-2,1996-06-11T17:00:00Z,1996,6,A319,0.2983088,-1.2096260873937161,mg/L,0.05,0.1,,0.304,0.022,-3.816712825623821,mg/L,0.02,0.04,,0.022,0.3767920339056574,-0.9760618779427506,mg/L,0.05,0.1,,0.372,4.5,1.5040773967762742,mg/L,0.5,1,,4.5,0,0,,NA,NA,,0,7.54,2.020222182019865,pH,NA,NA,,7.54,0.0051324174192422115,-5.2721784989732114,mg/L,0.002,0.005,,0.004,13.1,2.5726122302071057,deg C,NA,NA,,13.1,16,2.772588722239781,CFU/100ml,NA,NA,,16,0,0,,NA,NA,,0,1.3,0.26236426446749106,NTU,0.5,1,,1.3,0,0,,NA,NA,,0,0,0,,NA,NA,,0,0.008235883006875357,-4.7992546950079005,mg/L,0.005,0.01,,0.011,NA,NA,none,NA,NA,N,NA,0,0,,NA,NA,,0,5,1.6094379124341003,CFU/100ml,NA,NA,,5,68,4.219507705176107,umhos/cm,0.5,1,,68,10.6,2.3608540011180215,mg/L,0.5,1,,10.6,0,0,,NA,NA,,0
L19499-12,2001-01-09T19:47:00Z,2001,1,0631,1.412388,0.34528188885928107,mg/L,0.02,0.04,,1.48,0.0206,-3.8824642031866015,mg/L,0.01,0.02,,0.0206,1.6119739283819876,0.47745947049333926,mg/L,0.05,0.1,,1.61,4.3,1.4586150226995167,mg/L,0.5,1,,4.3,11.9,2.4765384001174837,mg/L,NA,NA,,11.9,7.38,1.998773638612381,pH,NA,NA,,7.38,0.013737368714848952,-4.287635515996956,mg/L,0.002,0.005,,0.0117,5.57,1.7173950539391927,deg C,NA,NA,,5.57,41,3.713572066704308,CFU/100ml,NA,NA,,41,34.5,3.5409593240373143,mg CaCO3/L,0.2,10,,34.5,1.4,0.3364722366212129,NTU,0.5,1,,1.4,0,0,,NA,NA,,0,105,4.653960350157523,umhos/cm,NA,NA,,105,0.01900662378069477,-3.9629677405329753,mg/L,0.005,0.01,,0.0176,NA,NA,none,NA,NA,N,NA,0,0,,NA,NA,,0,13,2.5649493574615367,CFU/100ml,NA,NA,,13,97.2,4.576770711466393,umhos/cm,0.5,10,,97.2,0,0,,NA,NA,,0,42,3.7376696182833684,CFU/100ml,NA,NA,,42
L76861-3,2021-05-12T16:22:00Z,2021,5,A319,0.0988,-2.314657674228315,mg/L,0.01,0.04,,0.0988,0.0079,-4.840892519509161,mg/L,0.002,0.01,,0.0079,0.17,-1.7719568419318752,mg/L,0.05,0.1,,0.17,1.7,0.5306282510621704,mg/L,0.5,1,,1.7,11,2.3978952727983707,mg/L,0.5,1,,11,6.94,1.937301774518713,pH,NA,NA,,6.94,0.00383,-5.564890475789582,mg/L,5e-4,0.002,,0.00383,9.82,2.2844211223663744,deg C,NA,NA,,9.82,0,0,,NA,NA,,0,22.3,3.104586678466073,mg CaCO3/L,1,5,,22.3,1.22,0.19885085874516517,NTU,0.2,0.5,,1.22,12.9,2.5572273113676265,mg/L,0.2,0.5,,12.9,53.8,3.9852734671677386,umhos/cm,0.5,10,,53.8,0.015,-4.199705077879927,mg/L,0.005,0.01,,0.015,0,0,,NA,NA,,0,0,0,,NA,NA,,0,0,0,,NA,NA,,0,0,0,,NA,NA,,0,0,0,,NA,NA,,0,5,1.6094379124341003,CFU/100ml,NA,NA,,5
8609464,1986-10-16T07:00:00Z,1986,10,0631,0.6928653,-0.3669196709793487,mg/L,NA,NA,.713||King County Nstream Database/B53311,0.713,0.099,-2.312635428847547,mg/L,NA,NA,.099||King County Nstream Database/B53311,0.099,0,0,,NA,NA,,0,7.67,2.0373166153791646,mg/L,NA,NA,7.67||King County Nstream Database/B53311,7.67,0,0,,NA,NA,,0,7.7,2.0412203288596382,pH,NA,NA,7.7||King County Nstream Database/B53311,7.7,0.0353314600390675,-3.342981492705911,mg/L,NA,NA,.035||King County Nstream Database/B53311,0.035,8.2,2.1041341542702074,deg C,NA,NA,8.2||King County Nstream Database/B53311,8.2,170,5.135798437050262,ORG/100ml,NA,NA,170||King County Nstream Database/B53311,170,0,0,,NA,NA,,0,2.6,0.9555114450274363,NTU,NA,NA,2.6||King County Nstream Database/B53311,2.6,0,0,,NA,NA,,0,0,0,,NA,NA,,0,0.05046853135875865,-2.986405278344846,mg/L,NA,NA,.057||King County Nstream Database/B53311,0.057,NA,NA,none,NA,NA,N||King County Nstream Database/B53311,NA,7.7,2.0412203288596382,pH,NA,NA,7.7||King County Nstream Database/B53311,7.7,0,0,,NA,NA,,0,148,4.997212273764115,umhos/cm,NA,NA,148||King County Nstream Database/B53311,148,11,2.3978952727983707,mg/L,NA,NA,11.03||King County Nstream Database/B53311,11,0,0,,NA,NA,,0
L75603-9,2020-10-12T21:17:00Z,2020,10,0631,0.666,-0.40646560844174784,mg/L,0.01,0.04,,0.666,0.0266,-3.6268440631944836,mg/L,0.002,0.01,,0.0266,0.862,-0.14850000831844395,mg/L,0.05,0.1,,0.862,4.4,1.4816045409242156,mg/L,0.5,1,,4.4,10.5,2.3513752571634776,mg/L,0.5,1,,10.5,7.51,2.0162354657760435,pH,NA,NA,,7.51,0.0158,-4.147745338949216,mg/L,5e-4,0.002,,0.0158,13,2.5649493574615367,deg C,NA,NA,,13,210,5.3471075307174685,CFU/100ml,NA,NA,,210,42.3,3.744787086052232,mg CaCO3/L,1,5,,42.3,2.93,1.075002423028976,NTU,0.2,0.5,,2.93,16.8,2.8213788864092133,mg/L,0.2,0.5,,16.8,114,4.736198448394496,umhos/cm,0.5,10,,114,0.0437,-3.1304071768805923,mg/L,0.005,0.01,,0.0437,0,0,,NA,NA,,0,0,0,,NA,NA,,0,0,0,,NA,NA,,0,0,0,,NA,NA,,0,0,0,,NA,NA,,0,0,0,,NA,NA,,0
L37825-3,2006-02-15T18:38:00Z,2006,2,A319,0.5692754,-0.5633909549195504,mg/L,0.02,0.04,,0.582,0.012,-4.422848629194137,mg/L,0.01,0.02,,0.012,0.7724520717858205,-0.2581853151306844,mg/L,0.05,0.1,,0.767,8.2,2.1041341542702074,mg/L,0.5,1,,8.2,11.8,2.468099531471619,mg/L,0.5,1,,11.8,7.2,1.9740810260220096,pH,NA,NA,,7.2,0.01271897982152979,-4.3646599269964925,mg/L,0.002,0.005,,0.0107,4.4,1.4816045409242156,deg C,NA,NA,,4.4,11,2.3978952727983707,CFU/100ml,NA,NA,,11,35.5,3.56953269648137,mg CaCO3/L,1,10,,35.5,4.03,1.3937663759585917,NTU,0.5,2,,4.03,0,0,,NA,NA,,0,74.6,4.312140507209715,umhos/cm,0.5,10,,74.6,0.03815653027159625,-3.266058362332796,mg/L,0.005,0.01,,0.0346,NA,NA,none,NA,NA,N,NA,0,0,,NA,NA,,0,0,0,,NA,NA,,0,0,0,,NA,NA,,0,0,0,,NA,NA,,0,3,1.0986122886681098,CFU/100ml,NA,NA,,3
8315276,1983-06-16T07:00:00Z,1983,6,A319,0.24372560000000001,-1.411712276678879,mg/L,NA,NA,.248||King County Nstream Database/RS4,0.248,0.011,-4.509860006183766,mg/L,NA,NA,.011||King County Nstream Database/RS4,0.011,0,0,,NA,NA,,0,3,1.0986122886681098,mg/L,NA,NA,3.00||King County Nstream Database/RS4,3,0,0,,NA,NA,,0,8,2.0794415416798357,pH,NA,NA,8.0||King County Nstream Database/RS4,8,0.011998322293470488,-4.422988447845769,mg/L,NA,NA,.010||King County Nstream Database/RS4,0.01,14.4,2.667228206581955,deg C,NA,NA,14.4||King County Nstream Database/RS4,14.4,24,3.1780538303479458,ORG/100ml,NA,NA,24||King County Nstream Database/RS4,24,0,0,,NA,NA,,0,1,0,NTU,NA,NA,1.0||King County Nstream Database/RS4,1,0,0,,NA,NA,,0,0,0,,NA,NA,,0,0.0194569859423855,-3.9395490989896644,mg/L,NA,NA,.022||King County Nstream Database/RS4,0.022,0,0,,NA,NA,,0,8,2.0794415416798357,pH,NA,NA,8.0||King County Nstream Database/RS4,8,0,0,,NA,NA,,0,70,4.248495242049359,umhos/cm,NA,NA,70||King County Nstream Database/RS4,70,10.8,2.379546134130174,mg/L,NA,NA,10.80||King County Nstream Database/RS4,10.8,0,0,,NA,NA,,0
