SITE_CODE,Date,AveQ,
40d,11/22/2010,7.56,
40d,11/23/2010,7.32,
40d,11/24/2010,7.1,
40d,11/25/2010,7.31,
40d,11/26/2010,8.02,
40d,11/27/2010,8.95,
40d,11/28/2010,8.43,
40d,11/29/2010,8.58,
40d,11/30/2010,9.81,
40d,12/1/2010,10.41,
40d,12/2/2010,9.86,
40d,12/3/2010,8.88,
40d,12/4/2010,8.39,
40d,12/5/2010,7.78,
40d,12/6/2010,7.55,
40d,12/7/2010,7.44,
40d,12/8/2010,8.55,
40d,12/9/2010,9.47,
40d,12/10/2010,11.11,
40d,12/11/2010,10.5,
40d,12/12/2010,16.75,
40d,12/13/2010,21.53,
40d,12/14/2010,24.94,
40d,12/15/2010,21.95,
40d,12/16/2010,18.03,
40d,12/17/2010,15.04,
40d,12/18/2010,14.36,
40d,12/19/2010,13.03,
40d,12/20/2010,11.89,
40d,12/21/2010,11.41,
40d,12/22/2010,10.76,
40d,12/23/2010,10.56,
40d,12/24/2010,10.91,
40d,12/25/2010,13.07,
40d,12/26/2010,12.22,
40d,12/27/2010,11.96,
40d,12/28/2010,12.11,
40d,12/29/2010,11.43,
40d,12/30/2010,10.4,
40d,12/31/2010,9.72,
40d,1/1/2011,9.31,
40d,1/2/2011,9.08,
40d,1/3/2011,8.61,
40d,1/4/2011,8.54,
40d,1/5/2011,8,
40d,1/6/2011,8.13,
40d,1/7/2011,10.1,
40d,1/8/2011,10.19,
40d,1/9/2011,9.19,
40d,1/10/2011,8.42,
40d,1/11/2011,7.98,
40d,1/12/2011,8.98,
40d,1/13/2011,13.67,
40d,1/14/2011,13.88,
40d,1/15/2011,12.78,
40d,1/16/2011,16.96,
40d,1/17/2011,16.3,
40d,1/18/2011,15.44,
40d,1/19/2011,14.57,
40d,1/20/2011,13.72,
40d,1/21/2011,19.49,
40d,1/22/2011,19.29,
40d,1/23/2011,17.29,
40d,1/24/2011,17.29,
40d,1/25/2011,16.62,
40d,1/26/2011,16.2,
40d,1/27/2011,15.22,
40d,1/28/2011,15.04,
40d,1/29/2011,15.73,
40d,1/30/2011,15.66,
40d,1/31/2011,14.81,
40d,2/1/2011,14.28,
40d,2/2/2011,13.86,
40d,2/3/2011,14.15,
40d,2/4/2011,13.68,
40d,2/5/2011,13.15,
40d,2/6/2011,12.89,
40d,2/7/2011,13.32,
40d,2/8/2011,13.05,
40d,2/9/2011,12.58,
40d,2/10/2011,12.63,
40d,2/11/2011,12.35,
40d,2/12/2011,12.59,
40d,2/13/2011,13.55,
40d,2/14/2011,13.4,
40d,2/15/2011,13.6,
40d,2/16/2011,13.11,
40d,2/17/2011,12.71,
40d,2/18/2011,12.34,
40d,2/19/2011,11.97,
40d,2/20/2011,11.74,
40d,2/21/2011,11.39,
40d,2/22/2011,11.34,
40d,2/23/2011,11.16,
40d,2/24/2011,11.04,
40d,2/25/2011,11.13,
40d,2/26/2011,10.62,
40d,2/27/2011,10.79,
40d,2/28/2011,13.02,
40d,3/1/2011,12.47,
40d,3/2/2011,12.34,
40d,3/3/2011,11.94,
40d,3/4/2011,11.76,
40d,3/5/2011,11.75,
40d,3/6/2011,11.11,
40d,3/7/2011,11.34,
40d,3/8/2011,10.83,
40d,3/9/2011,11.68,
40d,3/10/2011,18.23,
40d,3/11/2011,15.86,
40d,3/12/2011,14.99,
40d,3/13/2011,13.76,
40d,3/14/2011,13.4,
40d,3/15/2011,14.05,
40d,3/16/2011,13.92,
40d,3/17/2011,13.3,
40d,3/18/2011,13.12,
40d,3/19/2011,13.11,
40d,3/20/2011,12.79,
40d,3/21/2011,12.49,
40d,3/22/2011,11.62,
40d,3/23/2011,12.2,
40d,3/24/2011,12.98,
40d,3/25/2011,13.5,
40d,3/26/2011,12.97,
40d,3/27/2011,13.32,
40d,3/28/2011,13.37,
40d,3/29/2011,13.36,
40d,3/30/2011,14.98,
40d,3/31/2011,17.59,
40d,4/1/2011,18.34,
40d,4/2/2011,24.55,
40d,4/3/2011,22.16,
40d,4/4/2011,21.27,
40d,4/5/2011,21.52,
40d,4/6/2011,22.36,
40d,4/7/2011,21.22,
40d,4/8/2011,20.41,
40d,4/9/2011,19.29,
40d,4/10/2011,19.05,
40d,4/11/2011,19.01,
40d,4/12/2011,17.8,
40d,4/13/2011,17.33,
40d,4/14/2011,17.23,
40d,4/15/2011,17.16,
40d,4/16/2011,16.54,
40d,4/17/2011,15.92,
40d,4/18/2011,15.9,
40d,4/19/2011,15.17,
40d,4/20/2011,14.55,
40d,4/21/2011,14.25,
40d,4/22/2011,13.76,
40d,4/23/2011,13.56,
40d,4/24/2011,13.24,
40d,4/25/2011,14.21,
40d,4/26/2011,14.23,
40d,4/27/2011,14.12,
40d,4/28/2011,15.05,
40d,4/29/2011,13.99,
40d,4/30/2011,13.49,
40d,5/1/2011,13.01,
40d,5/2/2011,13.12,
40d,5/3/2011,12.93,
40d,5/4/2011,12.68,
40d,5/5/2011,11.67,
40d,5/6/2011,11.62,
40d,5/7/2011,11.87,
40d,5/8/2011,12.39,
40d,5/9/2011,12.5,
40d,5/10/2011,11.7,
40d,5/11/2011,11.59,
40d,5/12/2011,11.68,
40d,5/13/2011,11.47,
40d,5/14/2011,11.71,
40d,5/15/2011,19.55,
40d,5/16/2011,17.24,
40d,5/17/2011,15.26,
40d,5/18/2011,13.85,
40d,5/19/2011,13.26,
40d,5/20/2011,12.3,
40d,5/21/2011,11.94,
40d,5/22/2011,11.78,
40d,5/23/2011,10.86,
40d,5/24/2011,11.05,
40d,5/25/2011,11.59,
40d,5/26/2011,12.12,
40d,5/27/2011,12.65,
40d,5/28/2011,12.06,
40d,5/29/2011,11.64,
40d,5/30/2011,11.24,
40d,5/31/2011,11.24,
40d,6/1/2011,12.68,
40d,6/2/2011,13.04,
40d,6/3/2011,11.87,
40d,6/4/2011,11.76,
40d,6/5/2011,11.15,
40d,6/6/2011,10.69,
40d,6/7/2011,10.51,
40d,6/8/2011,11.28,
40d,6/9/2011,11.51,
40d,6/10/2011,10.6,
40d,6/11/2011,10.2,
40d,6/12/2011,9.98,
40d,6/13/2011,10.73,
40d,6/14/2011,10.05,
40d,6/15/2011,9.72,
40d,6/16/2011,9.18,
40d,6/17/2011,9.94,
40d,6/18/2011,11.27,
40d,6/19/2011,11.4,
40d,6/20/2011,10.2,
40d,6/21/2011,9.54,
40d,6/22/2011,9.4,
40d,6/23/2011,9.28,
40d,6/24/2011,9.63,
40d,6/25/2011,9.88,
40d,6/26/2011,9.32,
40d,6/27/2011,9.18,
40d,6/28/2011,8.97,
40d,6/29/2011,8.84,
40d,6/30/2011,8.82,
40d,7/1/2011,8.68,
40d,7/2/2011,8.56,
40d,7/3/2011,8.28,
40d,7/4/2011,8.18,
40d,7/5/2011,8.11,
40d,7/6/2011,8.02,
40d,7/7/2011,7.96,
40d,7/8/2011,7.81,
40d,7/9/2011,7.44,
40d,7/10/2011,7.32,
40d,7/11/2011,7.3,
40d,7/12/2011,7.11,
40d,7/13/2011,7.02,
40d,7/14/2011,6.9,
40d,7/15/2011,6.04,
40d,7/16/2011,6.76,
40d,7/17/2011,6.85,
40d,7/18/2011,6.59,
40d,7/19/2011,6.56,
40d,7/20/2011,6.54,
40d,7/21/2011,6.59,
40d,7/22/2011,6.54,
40d,7/23/2011,6.43,
40d,7/24/2011,6.44,
40d,7/25/2011,6.79,
40d,7/26/2011,6.73,
40d,7/27/2011,6.47,
40d,7/28/2011,6.24,
40d,7/29/2011,6.25,
40d,7/30/2011,6.26,
40d,7/31/2011,6.34,
40d,8/1/2011,6.27,
40d,8/2/2011,6.12,
40d,8/3/2011,6.25,
40d,8/4/2011,6.26,
40d,8/5/2011,6.26,
40d,8/6/2011,6.19,
40d,8/7/2011,5.98,
40d,8/8/2011,5.92,
40d,8/9/2011,5.92,
40d,8/10/2011,5.92,
40d,8/11/2011,5.92,
40d,8/12/2011,5.97,
40d,8/13/2011,5.82,
40d,8/14/2011,5.86,
40d,8/15/2011,5.84,
40d,8/16/2011,5.84,
40d,8/17/2011,6,
40d,8/18/2011,6.03,
40d,8/19/2011,6.07,
40d,8/20/2011,6.01,
40d,8/21/2011,5.98,
40d,8/22/2011,5.86,
40d,8/23/2011,6.14,
40d,8/24/2011,6.15,
40d,8/25/2011,6.19,
40d,8/26/2011,6.12,
40d,8/27/2011,6.12,
40d,8/28/2011,6.07,
40d,8/29/2011,5.91,
40d,8/30/2011,5.97,
40d,8/31/2011,6.19,
40d,9/1/2011,6.29,
40d,9/2/2011,6.32,
40d,9/3/2011,6.24,
40d,9/4/2011,6.22,
40d,9/5/2011,6.11,
40d,9/6/2011,6.1,
40d,9/7/2011,5.85,
40d,9/8/2011,5.74,
40d,9/9/2011,5.87,
40d,9/10/2011,5.81,
40d,9/11/2011,5.74,
40d,9/12/2011,5.45,
40d,9/13/2011,5.17,
40d,9/14/2011,5.18,
40d,9/15/2011,5.3,
40d,9/16/2011,5.32,
40d,9/17/2011,5.42,
40d,9/18/2011,5.59,
40d,9/19/2011,5.64,
40d,9/20/2011,5.53,
40d,9/21/2011,5.48,
40d,9/22/2011,5.46,
40d,9/23/2011,5.44,
40d,9/24/2011,5.37,
40d,9/25/2011,5.44,
40d,9/26/2011,5.5,
40d,9/27/2011,5.5,
40d,9/28/2011,5.53,
40d,9/29/2011,5.36,
40d,9/30/2011,5.39,
40d,10/1/2011,5.36,
40d,10/2/2011,5.16,
40d,10/3/2011,5.23,
40d,10/4/2011,5.28,
40d,10/5/2011,5.38,
40d,10/6/2011,5.6,
40d,10/7/2011,5.2,
40d,10/8/2011,5.31,
40d,10/9/2011,5.29,
40d,10/10/2011,5.33,
40d,10/11/2011,5.72,
40d,10/12/2011,5.97,
40d,10/13/2011,6.33,
40d,10/14/2011,5.97,
40d,10/15/2011,5.72,
40d,10/16/2011,5.63,
40d,10/17/2011,5.74,
40d,10/18/2011,5.72,
40d,10/19/2011,5.58,
40d,10/20/2011,5.47,
40d,10/21/2011,5.34,
40d,10/22/2011,5.49,
40d,10/23/2011,5.1,
40d,10/24/2011,5.13,
40d,10/25/2011,5.5,
40d,10/26/2011,6.1,
40d,10/27/2011,6.6,
40d,10/28/2011,6.99,
40d,10/29/2011,7.1,
40d,10/30/2011,6.9,
40d,10/31/2011,6.57,
40d,11/1/2011,6.84,
40d,11/2/2011,7.29,
40d,11/3/2011,7.51,
40d,11/4/2011,7.31,
40d,11/5/2011,7.27,
40d,11/6/2011,7.1,
40d,11/7/2011,6.87,
40d,11/8/2011,6.61,
40d,11/9/2011,6.4,
40d,11/10/2011,6.36,
40d,11/11/2011,6.24,
40d,11/12/2011,6.37,
40d,11/13/2011,5.99,
40d,11/14/2011,5.75,
40d,11/15/2011,5.49,
40d,11/16/2011,5.28,
40d,11/17/2011,5.62,
40d,11/18/2011,5.8,
40d,11/19/2011,5.64,
40d,11/20/2011,5.05,
40d,11/21/2011,4.92,
40d,11/22/2011,6.49,
40d,11/23/2011,8.21,
40d,11/24/2011,7.35,
40d,11/25/2011,6.9,
40d,11/26/2011,6.34,
40d,11/27/2011,6.45,
40d,11/28/2011,6.13,
40d,11/29/2011,5.96,
40d,11/30/2011,5.73,
40d,12/1/2011,5.31,
40d,12/2/2011,5.34,
40d,12/3/2011,5.32,
40d,12/4/2011,5.14,
40d,12/5/2011,5.15,
40d,12/6/2011,5.24,
40d,12/7/2011,5.24,
40d,12/8/2011,5.36,
40d,12/9/2011,5.33,
40d,12/10/2011,5.22,
40d,12/11/2011,5.27,
40d,12/12/2011,5.19,
40d,12/13/2011,5.32,
40d,12/14/2011,5.36,
40d,12/15/2011,5.21,
40d,12/16/2011,5.26,
40d,12/17/2011,5.18,
40d,12/18/2011,5.6,
40d,12/19/2011,5.59,
40d,12/20/2011,5.41,
40d,12/21/2011,5.24,
40d,12/22/2011,4.74,
40d,12/23/2011,4.68,
40d,12/24/2011,4.49,
40d,12/25/2011,4.68,
40d,12/26/2011,4.66,
40d,12/27/2011,4.64,
40d,12/28/2011,5.76,
40d,12/29/2011,10.05,
40d,12/30/2011,13.92,
40d,12/31/2011,11.94,
40d,1/1/2012,11.06,
40d,1/2/2012,10.55,
40d,1/3/2012,10,
40d,1/4/2012,9.65,
40d,1/5/2012,9.66,
40d,1/6/2012,8.78,
40d,1/7/2012,8.24,
40d,1/8/2012,8.16,
40d,1/9/2012,7.74,
40d,1/10/2012,7.62,
40d,1/11/2012,7.2,
40d,1/12/2012,6.85,
40d,1/13/2012,6.38,
40d,1/14/2012,6.63,
40d,1/15/2012,6.1,
40d,1/16/2012,5.68,
40d,1/17/2012,5.56,
40d,1/18/2012,5.59,
40d,1/19/2012,5.64,
40d,1/20/2012,6.07,
40d,1/21/2012,10.09,
40d,1/22/2012,10.74,
40d,1/23/2012,10.36,
40d,1/24/2012,9.72,
40d,1/25/2012,10.92,
40d,1/26/2012,11.93,
40d,1/27/2012,10.8,
40d,1/28/2012,9.9,
40d,1/29/2012,13.83,
40d,1/30/2012,20.45,
40d,1/31/2012,16.53,
40d,2/1/2012,15.54,
40d,2/2/2012,14.16,
40d,2/3/2012,12.96,
40d,2/4/2012,12.03,
40d,2/5/2012,11.39,
40d,2/6/2012,10.93,
40d,2/7/2012,10.82,
40d,2/8/2012,10.52,
40d,2/9/2012,10.35,
40d,2/10/2012,10.31,
40d,2/11/2012,10.76,
40d,2/12/2012,10.16,
40d,2/13/2012,10.4,
40d,2/14/2012,10.18,
40d,2/15/2012,10.1,
40d,2/16/2012,10.03,
40d,2/17/2012,10.49,
40d,2/18/2012,11.8,
40d,2/19/2012,11.04,
40d,2/20/2012,10.75,
40d,2/21/2012,12.23,
40d,2/22/2012,12.46,
40d,2/23/2012,11.95,
40d,2/24/2012,11.92,
40d,2/25/2012,12.97,
40d,2/26/2012,11.93,
40d,2/27/2012,11.22,
40d,2/28/2012,11.17,
40d,2/29/2012,11.22,
40d,3/1/2012,10.6,
40d,3/2/2012,10.43,
40d,3/3/2012,10.49,
40d,3/4/2012,10.41,
40d,3/5/2012,10.77,
40d,3/6/2012,10.73,
40d,3/7/2012,10.57,
40d,3/8/2012,10.54,
40d,3/9/2012,10.9,
40d,3/10/2012,10.81,
40d,3/11/2012,12.39,
40d,3/12/2012,12.49,
40d,3/13/2012,15.38,
40d,3/14/2012,15.21,
40d,3/15/2012,15.86,
40d,3/16/2012,16.48,
40d,3/17/2012,15.62,
40d,3/18/2012,15.34,
40d,3/19/2012,15.49,
40d,3/20/2012,15.67,
40d,3/21/2012,15.41,
40d,3/22/2012,15.69,
40d,3/23/2012,14.74,
40d,3/24/2012,14.59,
40d,3/25/2012,14.16,
40d,3/26/2012,13.63,
40d,3/27/2012,13.84,
40d,3/28/2012,13.12,
40d,3/29/2012,13.75,
40d,3/30/2012,15.13,
40d,3/31/2012,14.78,
40d,4/1/2012,14.57,
40d,4/2/2012,14.5,
40d,4/3/2012,14.39,
40d,4/4/2012,14.09,
40d,4/5/2012,14.08,
40d,4/6/2012,14.68,
40d,4/7/2012,13.56,
40d,4/8/2012,12.89,
40d,4/9/2012,12.5,
40d,4/10/2012,11.98,
40d,4/11/2012,12.61,
40d,4/12/2012,12.21,
40d,4/13/2012,11.32,
40d,4/14/2012,11.77,
40d,4/15/2012,11.46,
40d,4/16/2012,12.29,
40d,4/17/2012,12.34,
40d,4/18/2012,12.05,
40d,4/19/2012,12.31,
40d,4/20/2012,15.35,
40d,4/21/2012,14.21,
40d,4/22/2012,13.64,
40d,4/23/2012,13.21,
40d,4/24/2012,13.08,
40d,4/25/2012,13.1,
40d,4/26/2012,14.86,
40d,4/27/2012,15.09,
40d,4/28/2012,14.56,
40d,4/29/2012,14.46,
40d,4/30/2012,15.6,
40d,5/1/2012,14.7,
40d,5/2/2012,14.62,
40d,5/3/2012,15.55,
40d,5/4/2012,16.63,
40d,5/5/2012,16.12,
40d,5/6/2012,15.28,
40d,5/7/2012,14.38,
40d,5/8/2012,14.53,
40d,5/9/2012,13.65,
40d,5/10/2012,13.52,
40d,5/11/2012,13.03,
40d,5/12/2012,12.87,
40d,5/13/2012,12.67,
40d,5/14/2012,12.56,
40d,5/15/2012,12.68,
40d,5/16/2012,11.82,
40d,5/17/2012,12.46,
40d,5/18/2012,12.39,
40d,5/19/2012,11.99,
40d,5/20/2012,12.05,
40d,5/21/2012,13.14,
40d,5/22/2012,13.41,
40d,5/23/2012,13.7,
40d,5/24/2012,13.28,
40d,5/25/2012,12.58,
40d,5/26/2012,12.14,
40d,5/27/2012,11.75,
40d,5/28/2012,11.44,
40d,5/29/2012,11.32,
40d,5/30/2012,11.19,
40d,5/31/2012,11.69,
40d,6/1/2012,12.17,
40d,6/2/2012,11.74,
40d,6/3/2012,11.43,
40d,6/4/2012,11.42,
40d,6/5/2012,13.27,
40d,6/6/2012,12.54,
40d,6/7/2012,12.9,
40d,6/8/2012,12.91,
40d,6/9/2012,12.75,
40d,6/10/2012,12.09,
40d,6/11/2012,11.48,
40d,6/12/2012,11.43,
40d,6/13/2012,11.38,
40d,6/14/2012,11.18,
40d,6/15/2012,11.03,
40d,6/16/2012,11.01,
40d,6/17/2012,10.87,
40d,6/18/2012,11.2,
40d,6/19/2012,11.17,
40d,6/20/2012,10.74,
40d,6/21/2012,10.5,
40d,6/22/2012,10.88,
40d,6/23/2012,12.51,
40d,6/24/2012,11.99,
40d,6/25/2012,11.51,
40d,6/26/2012,11.1,
40d,6/27/2012,10.63,
40d,6/28/2012,10.72,
40d,6/29/2012,10.51,
40d,6/30/2012,10.21,
40d,7/1/2012,9.94,
40d,7/2/2012,9.78,
40d,7/3/2012,10.42,
40d,7/4/2012,9.64,
40d,7/5/2012,9.45,
40d,7/6/2012,9.2,
40d,7/7/2012,8.89,
40d,7/8/2012,8.78,
40d,7/9/2012,8.92,
40d,7/10/2012,8.54,
40d,7/11/2012,8.4,
40d,7/12/2012,8.19,
40d,7/13/2012,8.26,
40d,7/14/2012,8.24,
40d,7/15/2012,8.21,
40d,7/16/2012,8.27,
40d,7/17/2012,8.05,
40d,7/18/2012,7.81,
40d,7/19/2012,8.01,
40d,7/20/2012,7.94,
40d,7/21/2012,6.95,
40d,7/22/2012,7.19,
40d,7/23/2012,7.56,
40d,7/24/2012,7.59,
40d,7/25/2012,7.63,
40d,7/26/2012,7.31,
40d,7/27/2012,7.13,
40d,7/28/2012,6.91,
40d,7/29/2012,7.23,
40d,7/30/2012,7.39,
40d,7/31/2012,7.33,
40d,8/1/2012,7.14,
40d,8/2/2012,6.86,
40d,8/3/2012,6.79,
40d,8/4/2012,6.7,
40d,8/5/2012,6.51,
40d,8/6/2012,6.6,
40d,8/7/2012,6.56,
40d,8/8/2012,5.98,
40d,8/9/2012,6.38,
40d,8/10/2012,6.13,
40d,8/11/2012,6.04,
40d,8/12/2012,6.21,
40d,8/13/2012,6.25,
40d,8/14/2012,6.48,
40d,8/15/2012,6.5,
40d,8/16/2012,6.49,
40d,8/17/2012,6.75,
40d,8/18/2012,6.81,
40d,8/19/2012,6.7,
40d,8/20/2012,6.62,
40d,8/21/2012,6.58,
40d,8/22/2012,6.59,
40d,8/23/2012,6.57,
40d,8/24/2012,6.74,
40d,8/25/2012,7.01,
40d,8/26/2012,6.97,
40d,8/27/2012,7.1,
40d,8/28/2012,6.37,
40d,8/29/2012,6.31,
40d,8/30/2012,6.22,
40d,8/31/2012,5.5,
40d,9/1/2012,5.52,
40d,9/2/2012,5.45,
40d,9/3/2012,5.08,
40d,9/4/2012,4.98,
40d,9/5/2012,5.11,
40d,9/6/2012,4.62,
40d,9/7/2012,4.25,
40d,9/8/2012,4.12,
40d,9/9/2012,4.14,
40d,9/10/2012,4.26,
40d,9/11/2012,5,
40d,9/12/2012,4.89,
40d,9/13/2012,4.69,
40d,9/14/2012,4.52,
40d,9/15/2012,3.84,
40d,9/16/2012,3.82,
40d,9/17/2012,4.66,
40d,9/18/2012,5.54,
40d,9/19/2012,4.97,
40d,9/20/2012,4.89,
40d,9/21/2012,4.86,
40d,9/22/2012,4.75,
40d,9/23/2012,5.11,
40d,9/24/2012,4.64,
40d,9/25/2012,4.7,
40d,9/26/2012,5.01,
40d,9/27/2012,5.15,
40d,9/28/2012,4.99,
40d,9/29/2012,4.83,
40d,9/30/2012,5.34,
40d,10/1/2012,4.97,
40d,10/2/2012,5.33,
40d,10/3/2012,5.22,
40d,10/4/2012,5.09,
40d,10/5/2012,4.84,
40d,10/6/2012,5.05,
40d,10/7/2012,4.95,
40d,10/8/2012,4.76,
40d,10/9/2012,4.83,
40d,10/10/2012,5.01,
40d,10/11/2012,5.08,
40d,10/12/2012,5.17,
40d,10/13/2012,5.21,
40d,10/14/2012,5.34,
40d,10/15/2012,5.44,
40d,10/16/2012,5.51,
40d,10/17/2012,5.07,
40d,10/18/2012,5.22,
40d,10/19/2012,6.01,
40d,10/20/2012,5.31,
40d,10/21/2012,5.37,
40d,10/22/2012,5.37,
40d,10/23/2012,5.3,
40d,10/24/2012,5.49,
40d,10/25/2012,5.63,
40d,10/26/2012,5.92,
40d,10/27/2012,6.99,
40d,10/28/2012,6.81,
40d,10/29/2012,7.09,
40d,10/30/2012,7.77,
40d,10/31/2012,9.67,
40d,11/1/2012,10.55,
40d,11/2/2012,9.6,
40d,11/3/2012,8.77,
40d,11/4/2012,8.24,
40d,11/5/2012,8.57,
40d,11/6/2012,8.32,
40d,11/7/2012,8.08,
40d,11/8/2012,7.52,
40d,11/9/2012,7.47,
40d,11/10/2012,7.18,
40d,11/11/2012,7.21,
40d,11/12/2012,8.62,
40d,11/13/2012,7.94,
40d,11/14/2012,7.41,
40d,11/15/2012,6.73,
40d,11/16/2012,6.25,
40d,11/17/2012,6.17,
40d,11/18/2012,6.41,
40d,11/19/2012,9.81,
40d,11/20/2012,12.24,
40d,11/21/2012,11.84,
40d,11/22/2012,10.05,
40d,11/23/2012,11.1,
40d,11/24/2012,12.35,
40d,11/25/2012,10.89,
40d,11/26/2012,9.5,
40d,11/27/2012,8.54,
40d,11/28/2012,7.52,
40d,11/29/2012,6.82,
40d,11/30/2012,6.69,
40d,12/1/2012,7.55,
40d,12/2/2012,7.81,
40d,12/3/2012,8.6,
40d,12/4/2012,9.52,
40d,12/5/2012,9.66,
40d,12/6/2012,10.13,
40d,12/7/2012,9.89,
40d,12/8/2012,9.25,
40d,12/9/2012,8.71,
40d,12/10/2012,8.77,
40d,12/11/2012,8.8,
40d,12/12/2012,9.12,
40d,12/13/2012,9.16,
40d,12/14/2012,9.96,
40d,12/15/2012,10.03,
40d,12/16/2012,10.2,
40d,12/17/2012,11.56,
40d,12/18/2012,10.65,
40d,12/19/2012,9.98,
40d,12/20/2012,11.16,
40d,12/21/2012,10.94,
40d,12/22/2012,10.5,
40d,12/23/2012,10.21,
40d,12/24/2012,11.06,
40d,12/25/2012,11.3,
40d,12/26/2012,12.02,
40d,12/27/2012,11.98,
40d,12/28/2012,11.61,
40d,12/29/2012,10.99,
40d,12/30/2012,10.37,
40d,12/31/2012,10.19,
40d,1/1/2013,9.92,
40d,1/2/2013,9.68,
40d,1/3/2013,9.11,
40d,1/4/2013,9.28,
40d,1/5/2013,9.14,
40d,1/6/2013,8.9,
40d,1/7/2013,9.2,
40d,1/8/2013,10.09,
40d,1/9/2013,11.89,
40d,1/10/2013,11.87,
40d,1/11/2013,11.76,
40d,1/12/2013,11.2,
40d,1/13/2013,10.6,
40d,1/14/2013,10.2,
40d,1/15/2013,10.07,
40d,1/16/2013,9.72,
40d,1/17/2013,9.46,
40d,1/18/2013,9.25,
40d,1/19/2013,8.92,
40d,1/20/2013,8.42,
40d,1/21/2013,7.95,
40d,1/22/2013,7.57,
40d,1/23/2013,7.66,
40d,1/24/2013,8.19,
40d,1/25/2013,8.52,
40d,1/26/2013,8.04,
40d,1/27/2013,8.08,
40d,1/28/2013,8.2,
40d,1/29/2013,10.32,
40d,1/30/2013,10.27,
40d,1/31/2013,11.37,
40d,2/1/2013,11.28,
40d,2/2/2013,10.76,
40d,2/3/2013,10.31,
40d,2/4/2013,9.99,
40d,2/5/2013,9.92,
40d,2/6/2013,10.21,
40d,2/7/2013,9.95,
40d,2/8/2013,9.96,
40d,2/9/2013,9.72,
40d,2/10/2013,9.4,
40d,2/11/2013,9.35,
40d,2/12/2013,9.37,
40d,2/13/2013,9.32,
40d,2/14/2013,9.24,
40d,2/15/2013,9.12,
40d,2/16/2013,8.9,
40d,2/17/2013,8.66,
40d,2/18/2013,8.46,
40d,2/19/2013,8.71,
40d,2/20/2013,8.52,
40d,2/21/2013,8.37,
40d,2/22/2013,8.87,
40d,2/23/2013,8.74,
40d,2/24/2013,8.11,
40d,2/25/2013,8.18,
40d,2/26/2013,8.28,
40d,2/27/2013,8.27,
40d,2/28/2013,8.63,
40d,3/1/2013,9.04,
40d,3/2/2013,8.82,
40d,3/3/2013,8.66,
40d,3/4/2013,8.49,
40d,3/5/2013,8.49,
40d,3/6/2013,8.34,
40d,3/7/2013,9.39,
40d,3/8/2013,8.94,
40d,3/9/2013,8.53,
40d,3/10/2013,8.38,
40d,3/11/2013,8.2,
40d,3/12/2013,7.96,
40d,3/13/2013,7.72,
40d,3/14/2013,8.42,
40d,3/15/2013,8.37,
40d,3/16/2013,8.37,
40d,3/17/2013,8.46,
40d,3/18/2013,8.07,
40d,3/19/2013,8.06,
40d,3/20/2013,8.94,
40d,3/21/2013,8.67,
40d,3/22/2013,8.86,
40d,3/23/2013,8.47,
40d,3/24/2013,8.27,
40d,3/25/2013,8.06,
40d,3/26/2013,7.15,
40d,3/27/2013,7.61,
40d,3/28/2013,7.61,
40d,3/29/2013,7.34,
40d,3/30/2013,7.05,
40d,3/31/2013,7.21,
40d,4/1/2013,7.23,
40d,4/2/2013,6.96,
40d,4/3/2013,6.91,
40d,4/4/2013,6.93,
40d,4/5/2013,9.1,
40d,4/6/2013,11.51,
40d,4/7/2013,15,
40d,4/8/2013,16.29,
40d,4/9/2013,13.29,
40d,4/10/2013,12.46,
40d,4/11/2013,11.88,
40d,4/12/2013,11.54,
40d,4/13/2013,12.01,
40d,4/14/2013,12.12,
40d,4/15/2013,11.33,
40d,4/16/2013,11.27,
40d,4/17/2013,10.76,
40d,4/18/2013,10.84,
40d,4/19/2013,13.05,
40d,4/20/2013,13.04,
40d,4/21/2013,12.67,
40d,4/22/2013,12.85,
40d,4/23/2013,12.17,
40d,4/24/2013,11.92,
40d,4/25/2013,11.58,
40d,4/26/2013,11.12,
40d,4/27/2013,10.88,
40d,4/28/2013,10.83,
40d,4/29/2013,10.78,
40d,4/30/2013,10.45,
40d,5/1/2013,10.12,
40d,5/2/2013,9.72,
40d,5/3/2013,9.62,
40d,5/4/2013,9.35,
40d,5/5/2013,9.21,
40d,5/6/2013,8.88,
40d,5/7/2013,8.84,
40d,5/8/2013,8.91,
40d,5/9/2013,8.68,
40d,5/10/2013,8.43,
40d,5/11/2013,8.25,
40d,5/12/2013,8.21,
40d,5/13/2013,8.58,
40d,5/14/2013,8.39,
40d,5/15/2013,8.29,
40d,5/16/2013,8.08,
40d,5/17/2013,8.62,
40d,5/18/2013,8.34,
40d,5/19/2013,8.03,
40d,5/20/2013,7.95,
40d,5/21/2013,8.26,
40d,5/22/2013,9.23,
40d,5/23/2013,9,
40d,5/24/2013,8.75,
40d,5/25/2013,8.45,
40d,5/26/2013,8.05,
40d,5/27/2013,8.67,
40d,5/28/2013,8.96,
40d,5/29/2013,9.28,
40d,5/30/2013,8.7,
40d,5/31/2013,8.16,
40d,6/1/2013,8.22,
40d,6/2/2013,7.63,
40d,6/3/2013,7.39,
40d,6/4/2013,7.14,
40d,6/5/2013,7.03,
40d,6/6/2013,7.01,
40d,6/7/2013,7.27,
40d,6/8/2013,6.65,
40d,6/9/2013,6.65,
40d,6/10/2013,6.74,
40d,6/11/2013,6.73,
